Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	0.092720	3	0.113503	0.412186	0.380063	0.094248	0.259989	0.252945	0.240727	0.246339	0.391776	0.102764	0.090783	0.414678	0.113503	0.412186	0.380063	0.094248	0.259989	0.252945	0.240727	0.246339	0.391776	0.102764	0.090783	0.414678	
2000	0.092720	3	0.112952	0.402510	0.387963	0.096575	0.259840	0.245974	0.249340	0.244846	0.392044	0.103926	0.102234	0.401797	0.112952	0.402510	0.387963	0.096575	0.259840	0.245974	0.249340	0.244846	0.392044	0.103926	0.102234	0.401797	
3000	0.092720	3	0.110752	0.390549	0.400049	0.098651	0.256324	0.250267	0.247622	0.245787	0.389756	0.103697	0.095111	0.411435	0.110752	0.390549	0.400049	0.098651	0.256324	0.250267	0.247622	0.245787	0.389756	0.103697	0.095111	0.411435	
4000	0.092720	3	0.110752	0.390549	0.400049	0.098651	0.241383	0.257690	0.262057	0.238870	0.389756	0.103697	0.095111	0.411435	0.110752	0.390549	0.400049	0.098651	0.241383	0.257690	0.262057	0.238870	0.389756	0.103697	0.095111	0.411435	
5000	0.092720	3	0.109638	0.395617	0.401449	0.093296	0.256074	0.260011	0.252975	0.230941	0.389756	0.103697	0.095111	0.411435	0.109638	0.395617	0.401449	0.093296	0.256074	0.260011	0.252975	0.230941	0.389756	0.103697	0.095111	0.411435	
6000	0.092720	3	0.109006	0.396875	0.401748	0.092371	0.249924	0.265866	0.241644	0.242566	0.389756	0.103697	0.095111	0.411435	0.109006	0.396875	0.401748	0.092371	0.249924	0.265866	0.241644	0.242566	0.389756	0.103697	0.095111	0.411435	
7000	0.092720	3	0.105659	0.396765	0.395947	0.101629	0.264800	0.258413	0.236728	0.240060	0.399540	0.102731	0.095458	0.402271	0.105659	0.396765	0.395947	0.101629	0.264800	0.258413	0.236728	0.240060	0.399540	0.102731	0.095458	0.402271	
8000	0.092720	3	0.108814	0.401922	0.391650	0.097613	0.257211	0.255238	0.252243	0.235308	0.395244	0.101604	0.095010	0.408142	0.108814	0.401922	0.391650	0.097613	0.257211	0.255238	0.252243	0.235308	0.395244	0.101604	0.095010	0.408142	
9000	0.092720	3	0.103826	0.398481	0.401944	0.095749	0.257211	0.255238	0.252243	0.235308	0.392169	0.103445	0.099155	0.405231	0.103826	0.398481	0.401944	0.095749	0.257211	0.255238	0.252243	0.235308	0.392169	0.103445	0.099155	0.405231	
10000	0.092720	3	0.105521	0.407366	0.391092	0.096021	0.264035	0.261802	0.242175	0.231988	0.392169	0.103445	0.099155	0.405231	0.105521	0.407366	0.391092	0.096021	0.264035	0.261802	0.242175	0.231988	0.392169	0.103445	0.099155	0.405231	
