Generation	ConcentrationParm	Degree	Pi[A,1]	Pi[C,1]	Pi[G,1]	Pi[T,1]	Pi[A,2]	Pi[C,2]	Pi[G,2]	Pi[T,2]	Pi[A,3]	Pi[C,3]	Pi[G,3]	Pi[T,3]	Pi[A,4]	Pi[C,4]	Pi[G,4]	Pi[T,4]	Pi[A,5]	Pi[C,5]	Pi[G,5]	Pi[T,5]	Pi[A,6]	Pi[C,6]	Pi[G,6]	Pi[T,6]	
1000	0.092720	3	0.095121	0.405827	0.397089	0.101964	0.249153	0.242166	0.252789	0.255892	0.402173	0.098008	0.104123	0.395695	0.095121	0.405827	0.397089	0.101964	0.249153	0.242166	0.252789	0.255892	0.402173	0.098008	0.104123	0.395695	
2000	0.092720	3	0.095121	0.405827	0.397089	0.101964	0.240504	0.256749	0.246933	0.255814	0.394343	0.104068	0.104770	0.396819	0.095121	0.405827	0.397089	0.101964	0.240504	0.256749	0.246933	0.255814	0.394343	0.104068	0.104770	0.396819	
3000	0.092720	3	0.099930	0.388013	0.404028	0.108028	0.255064	0.240501	0.247005	0.257431	0.394343	0.104068	0.104770	0.396819	0.099930	0.388013	0.404028	0.108028	0.255064	0.240501	0.247005	0.257431	0.394343	0.104068	0.104770	0.396819	
4000	0.092720	3	0.101750	0.399548	0.394245	0.104457	0.249849	0.246997	0.241258	0.261895	0.394343	0.104068	0.104770	0.396819	0.101750	0.399548	0.394245	0.104457	0.249849	0.246997	0.241258	0.261895	0.394343	0.104068	0.104770	0.396819	
5000	0.092720	3	0.100242	0.394020	0.391167	0.114571	0.256654	0.248424	0.242471	0.252451	0.399689	0.097114	0.103541	0.399657	0.100242	0.394020	0.391167	0.114571	0.256654	0.248424	0.242471	0.252451	0.399689	0.097114	0.103541	0.399657	
6000	0.092720	3	0.092858	0.400324	0.396491	0.110327	0.244705	0.242508	0.245834	0.266952	0.399689	0.097114	0.103541	0.399657	0.092858	0.400324	0.396491	0.110327	0.244705	0.242508	0.245834	0.266952	0.399689	0.097114	0.103541	0.399657	
7000	0.092720	3	0.095444	0.397957	0.394747	0.111852	0.249116	0.244849	0.255360	0.250674	0.399689	0.097114	0.103541	0.399657	0.095444	0.397957	0.394747	0.111852	0.249116	0.244849	0.255360	0.250674	0.399689	0.097114	0.103541	0.399657	
8000	0.092720	3	0.095444	0.397957	0.394747	0.111852	0.242187	0.260978	0.250833	0.246002	0.399689	0.097114	0.103541	0.399657	0.095444	0.397957	0.394747	0.111852	0.242187	0.260978	0.250833	0.246002	0.399689	0.097114	0.103541	0.399657	
9000	0.092720	3	0.095444	0.397957	0.394747	0.111852	0.259766	0.240980	0.247486	0.251768	0.399689	0.097114	0.103541	0.399657	0.095444	0.397957	0.394747	0.111852	0.259766	0.240980	0.247486	0.251768	0.399689	0.097114	0.103541	0.399657	
10000	0.092720	3	0.099491	0.390659	0.398864	0.110987	0.260418	0.249424	0.247849	0.242309	0.399562	0.100694	0.101490	0.398254	0.099491	0.390659	0.398864	0.110987	0.260418	0.249424	0.247849	0.242309	0.399562	0.100694	0.101490	0.398254	
11000	0.092720	3	0.099491	0.390659	0.398864	0.110987	0.250189	0.237286	0.251998	0.260527	0.399562	0.100694	0.101490	0.398254	0.099491	0.390659	0.398864	0.110987	0.250189	0.237286	0.251998	0.260527	0.399562	0.100694	0.101490	0.398254	
12000	0.092720	3	0.095532	0.392425	0.401013	0.111030	0.248636	0.235784	0.254974	0.260606	0.399562	0.100694	0.101490	0.398254	0.095532	0.392425	0.401013	0.111030	0.248636	0.235784	0.254974	0.260606	0.399562	0.100694	0.101490	0.398254	
13000	0.092720	3	0.100736	0.404118	0.386808	0.108338	0.241982	0.243597	0.255586	0.258835	0.399562	0.100694	0.101490	0.398254	0.100736	0.404118	0.386808	0.108338	0.241982	0.243597	0.255586	0.258835	0.399562	0.100694	0.101490	0.398254	
14000	0.092720	3	0.094989	0.392116	0.400294	0.112601	0.246318	0.241282	0.251867	0.260533	0.399562	0.100694	0.101490	0.398254	0.094989	0.392116	0.400294	0.112601	0.246318	0.241282	0.251867	0.260533	0.399562	0.100694	0.101490	0.398254	
15000	0.092720	3	0.094989	0.392116	0.400294	0.112601	0.239283	0.245504	0.253275	0.261937	0.399562	0.100694	0.101490	0.398254	0.094989	0.392116	0.400294	0.112601	0.239283	0.245504	0.253275	0.261937	0.399562	0.100694	0.101490	0.398254	
16000	0.092720	3	0.096980	0.391470	0.405002	0.106548	0.240305	0.238783	0.259729	0.261183	0.399562	0.100694	0.101490	0.398254	0.096980	0.391470	0.405002	0.106548	0.240305	0.238783	0.259729	0.261183	0.399562	0.100694	0.101490	0.398254	
17000	0.092720	3	0.096980	0.391470	0.405002	0.106548	0.244244	0.253176	0.244786	0.257794	0.399562	0.100694	0.101490	0.398254	0.096980	0.391470	0.405002	0.106548	0.244244	0.253176	0.244786	0.257794	0.399562	0.100694	0.101490	0.398254	
18000	0.092720	3	0.092950	0.396678	0.403645	0.106727	0.246832	0.253656	0.245338	0.254175	0.399562	0.100694	0.101490	0.398254	0.092950	0.396678	0.403645	0.106727	0.246832	0.253656	0.245338	0.254175	0.399562	0.100694	0.101490	0.398254	
19000	0.092720	3	0.097361	0.397227	0.398725	0.106687	0.248497	0.244135	0.249632	0.257736	0.399562	0.100694	0.101490	0.398254	0.097361	0.397227	0.398725	0.106687	0.248497	0.244135	0.249632	0.257736	0.399562	0.100694	0.101490	0.398254	
20000	0.092720	3	0.097316	0.398207	0.404496	0.099980	0.248441	0.263859	0.249267	0.238433	0.399336	0.100232	0.108385	0.392047	0.097316	0.398207	0.404496	0.099980	0.248441	0.263859	0.249267	0.238433	0.399336	0.100232	0.108385	0.392047	
21000	0.092720	3	0.090523	0.403975	0.397131	0.108370	0.247365	0.240517	0.248483	0.263636	0.402656	0.103508	0.104779	0.389057	0.090523	0.403975	0.397131	0.108370	0.247365	0.240517	0.248483	0.263636	0.402656	0.103508	0.104779	0.389057	
22000	0.092720	3	0.096747	0.399534	0.404530	0.099189	0.247626	0.249544	0.242261	0.260569	0.407846	0.098311	0.104597	0.389245	0.096747	0.399534	0.404530	0.099189	0.247626	0.249544	0.242261	0.260569	0.407846	0.098311	0.104597	0.389245	
23000	0.092720	3	0.091552	0.398403	0.409121	0.100925	0.254683	0.250080	0.244718	0.250519	0.393540	0.098906	0.102466	0.405087	0.091552	0.398403	0.409121	0.100925	0.254683	0.250080	0.244718	0.250519	0.393540	0.098906	0.102466	0.405087	
24000	0.092720	3	0.094272	0.400622	0.397870	0.107236	0.241405	0.247979	0.248012	0.262604	0.391563	0.104448	0.101107	0.402882	0.094272	0.400622	0.397870	0.107236	0.241405	0.247979	0.248012	0.262604	0.391563	0.104448	0.101107	0.402882	
25000	0.092720	3	0.094272	0.400622	0.397870	0.107236	0.246332	0.250551	0.246765	0.256353	0.391563	0.104448	0.101107	0.402882	0.094272	0.400622	0.397870	0.107236	0.246332	0.250551	0.246765	0.256353	0.391563	0.104448	0.101107	0.402882	
26000	0.092720	3	0.097038	0.406144	0.395181	0.101638	0.241189	0.258398	0.239521	0.260892	0.391563	0.104448	0.101107	0.402882	0.097038	0.406144	0.395181	0.101638	0.241189	0.258398	0.239521	0.260892	0.391563	0.104448	0.101107	0.402882	
27000	0.092720	3	0.096819	0.397697	0.394474	0.111010	0.254826	0.248651	0.243869	0.252655	0.391720	0.104283	0.101226	0.402771	0.096819	0.397697	0.394474	0.111010	0.254826	0.248651	0.243869	0.252655	0.391720	0.104283	0.101226	0.402771	
28000	0.092720	3	0.100186	0.402424	0.391016	0.106374	0.246792	0.245651	0.243320	0.264238	0.391720	0.104283	0.101226	0.402771	0.100186	0.402424	0.391016	0.106374	0.246792	0.245651	0.243320	0.264238	0.391720	0.104283	0.101226	0.402771	
29000	0.092720	3	0.100186	0.402424	0.391016	0.106374	0.261795	0.234675	0.250178	0.253352	0.399054	0.101737	0.096081	0.403129	0.100186	0.402424	0.391016	0.106374	0.261795	0.234675	0.250178	0.253352	0.399054	0.101737	0.096081	0.403129	
30000	0.092720	3	0.098215	0.401005	0.397103	0.103677	0.243635	0.244554	0.245673	0.266138	0.399054	0.101737	0.096081	0.403129	0.098215	0.401005	0.397103	0.103677	0.243635	0.244554	0.245673	0.266138	0.399054	0.101737	0.096081	0.403129	
31000	0.092720	3	0.096352	0.402911	0.396291	0.104446	0.246143	0.237806	0.261679	0.254373	0.405466	0.099927	0.100967	0.393640	0.096352	0.402911	0.396291	0.104446	0.246143	0.237806	0.261679	0.254373	0.405466	0.099927	0.100967	0.393640	
32000	0.092720	3	0.095740	0.401602	0.401991	0.100667	0.249416	0.234227	0.252438	0.263919	0.401411	0.099783	0.102109	0.396697	0.095740	0.401602	0.401991	0.100667	0.249416	0.234227	0.252438	0.263919	0.401411	0.099783	0.102109	0.396697	
33000	0.092720	3	0.095740	0.401602	0.401991	0.100667	0.254286	0.238718	0.244017	0.262979	0.401411	0.099783	0.102109	0.396697	0.095740	0.401602	0.401991	0.100667	0.254286	0.238718	0.244017	0.262979	0.401411	0.099783	0.102109	0.396697	
34000	0.092720	3	0.100885	0.402645	0.389205	0.107265	0.251576	0.244794	0.237271	0.266358	0.397898	0.102249	0.097906	0.401948	0.100885	0.402645	0.389205	0.107265	0.251576	0.244794	0.237271	0.266358	0.397898	0.102249	0.097906	0.401948	
35000	0.092720	3	0.092962	0.391959	0.409256	0.105823	0.238772	0.249943	0.253375	0.257910	0.394172	0.099793	0.103269	0.402767	0.092962	0.391959	0.409256	0.105823	0.238772	0.249943	0.253375	0.257910	0.394172	0.099793	0.103269	0.402767	
36000	0.092720	3	0.089431	0.393532	0.412510	0.104527	0.250806	0.233947	0.253157	0.262090	0.394172	0.099793	0.103269	0.402767	0.089431	0.393532	0.412510	0.104527	0.250806	0.233947	0.253157	0.262090	0.394172	0.099793	0.103269	0.402767	
37000	0.092720	3	0.098141	0.386787	0.412114	0.102958	0.247139	0.241810	0.244435	0.266617	0.394172	0.099793	0.103269	0.402767	0.098141	0.386787	0.412114	0.102958	0.247139	0.241810	0.244435	0.266617	0.394172	0.099793	0.103269	0.402767	
38000	0.092720	3	0.086684	0.413613	0.390906	0.108797	0.253831	0.242017	0.250359	0.253794	0.394172	0.099793	0.103269	0.402767	0.086684	0.413613	0.390906	0.108797	0.253831	0.242017	0.250359	0.253794	0.394172	0.099793	0.103269	0.402767	
39000	0.092720	3	0.095022	0.401174	0.397082	0.106722	0.247714	0.254841	0.245857	0.251588	0.401669	0.101548	0.103271	0.393511	0.095022	0.401174	0.397082	0.106722	0.247714	0.254841	0.245857	0.251588	0.401669	0.101548	0.103271	0.393511	
40000	0.092720	3	0.092364	0.405687	0.400075	0.101875	0.250543	0.239238	0.251070	0.259148	0.401669	0.101548	0.103271	0.393511	0.092364	0.405687	0.400075	0.101875	0.250543	0.239238	0.251070	0.259148	0.401669	0.101548	0.103271	0.393511	
41000	0.092720	3	0.093848	0.399798	0.404402	0.101952	0.245592	0.247527	0.251531	0.255350	0.401669	0.101548	0.103271	0.393511	0.093848	0.399798	0.404402	0.101952	0.245592	0.247527	0.251531	0.255350	0.401669	0.101548	0.103271	0.393511	
42000	0.092720	3	0.094491	0.394084	0.404772	0.106653	0.246117	0.244385	0.244402	0.265097	0.401669	0.101548	0.103271	0.393511	0.094491	0.394084	0.404772	0.106653	0.246117	0.244385	0.244402	0.265097	0.401669	0.101548	0.103271	0.393511	
43000	0.092720	3	0.092673	0.396860	0.397948	0.112519	0.246949	0.245867	0.250053	0.257130	0.393572	0.099551	0.098837	0.408041	0.092673	0.396860	0.397948	0.112519	0.246949	0.245867	0.250053	0.257130	0.393572	0.099551	0.098837	0.408041	
44000	0.092720	3	0.090467	0.415639	0.388640	0.105254	0.242323	0.247860	0.246875	0.262942	0.394386	0.104647	0.095048	0.405918	0.090467	0.415639	0.388640	0.105254	0.242323	0.247860	0.246875	0.262942	0.394386	0.104647	0.095048	0.405918	
45000	0.092720	3	0.087856	0.399582	0.408960	0.103601	0.251607	0.243723	0.250488	0.254181	0.393193	0.099323	0.101127	0.406358	0.087856	0.399582	0.408960	0.103601	0.251607	0.243723	0.250488	0.254181	0.393193	0.099323	0.101127	0.406358	
46000	0.092720	3	0.095461	0.400093	0.398322	0.106124	0.260520	0.251205	0.225391	0.262884	0.397180	0.098847	0.100570	0.403403	0.095461	0.400093	0.398322	0.106124	0.260520	0.251205	0.225391	0.262884	0.397180	0.098847	0.100570	0.403403	
47000	0.092720	3	0.095461	0.400093	0.398322	0.106124	0.231863	0.247142	0.252216	0.268780	0.397180	0.098847	0.100570	0.403403	0.095461	0.400093	0.398322	0.106124	0.231863	0.247142	0.252216	0.268780	0.397180	0.098847	0.100570	0.403403	
48000	0.092720	3	0.092574	0.401534	0.402451	0.103442	0.249501	0.237781	0.260664	0.252054	0.401835	0.099789	0.102472	0.395904	0.092574	0.401534	0.402451	0.103442	0.249501	0.237781	0.260664	0.252054	0.401835	0.099789	0.102472	0.395904	
49000	0.092720	3	0.092574	0.401534	0.402451	0.103442	0.242163	0.246308	0.259276	0.252253	0.401835	0.099789	0.102472	0.395904	0.092574	0.401534	0.402451	0.103442	0.242163	0.246308	0.259276	0.252253	0.401835	0.099789	0.102472	0.395904	
50000	0.092720	3	0.092574	0.401534	0.402451	0.103442	0.239784	0.236797	0.255232	0.268187	0.396575	0.099984	0.097961	0.405481	0.092574	0.401534	0.402451	0.103442	0.239784	0.236797	0.255232	0.268187	0.396575	0.099984	0.097961	0.405481	
51000	0.092720	3	0.092072	0.403117	0.402312	0.102499	0.249430	0.259146	0.238234	0.253190	0.396575	0.099984	0.097961	0.405481	0.092072	0.403117	0.402312	0.102499	0.249430	0.259146	0.238234	0.253190	0.396575	0.099984	0.097961	0.405481	
52000	0.092720	3	0.092072	0.403117	0.402312	0.102499	0.249526	0.252168	0.244744	0.253562	0.396575	0.099984	0.097961	0.405481	0.092072	0.403117	0.402312	0.102499	0.249526	0.252168	0.244744	0.253562	0.396575	0.099984	0.097961	0.405481	
53000	0.092720	3	0.092072	0.403117	0.402312	0.102499	0.249526	0.252168	0.244744	0.253562	0.396575	0.099984	0.097961	0.405481	0.092072	0.403117	0.402312	0.102499	0.249526	0.252168	0.244744	0.253562	0.396575	0.099984	0.097961	0.405481	
54000	0.092720	3	0.092072	0.403117	0.402312	0.102499	0.263009	0.238577	0.257148	0.241265	0.396575	0.099984	0.097961	0.405481	0.092072	0.403117	0.402312	0.102499	0.263009	0.238577	0.257148	0.241265	0.396575	0.099984	0.097961	0.405481	
55000	0.092720	3	0.092072	0.403117	0.402312	0.102499	0.248166	0.244293	0.244676	0.262864	0.398586	0.098640	0.103544	0.399230	0.092072	0.403117	0.402312	0.102499	0.248166	0.244293	0.244676	0.262864	0.398586	0.098640	0.103544	0.399230	
56000	0.092720	3	0.094932	0.399537	0.396074	0.109457	0.239037	0.245382	0.250145	0.265436	0.398957	0.100187	0.099506	0.401350	0.094932	0.399537	0.396074	0.109457	0.239037	0.245382	0.250145	0.265436	0.398957	0.100187	0.099506	0.401350	
